,0,1
10157,"['raspber', 'ten', 'dasani', 'romano', 'cheese', 'snap', 'orange', 'zest', 'hotta']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
10158,"['hata', 'limi', 'hata', 'floats', 'vanilla', '(various)', 'seagram`s']","['O', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
10159,"['7', 'up', 'english', 'toffee', 'health-ade', 'cherry', 'pie', 'lay', 'dro']","['B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
10160,"['eyes', 'mocha', 'me', 'px', 'punch', 'berry', 'almanac']","['O', 'B-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
10161,"['2/15', 'cd', 'ten1', ""a'&'w""]","['O', 'O', 'O', 'O']"
10162,"['voltage', 'cases', 'brandy', '15.5', 'spic']","['O', 'O', 'B-FLA', 'O', 'O']"
10163,"['bvc-diet', 'waffle', 'cone', 'naked', 'dr.brown', 'su']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'O']"
10164,"['marshmello', 'hires', 'root', 'beer', 'agave', '6.5floz', 'sunkist', 'cranberry', 'raisin', 'classi']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
10165,"['main', 'ricqlès', 'ricqlès']","['O', 'B-BRA', 'B-BRA']"
10166,"['lake', 'probiotic', 'vernors', 'lto', 'lucozade', 'taro', 'scratch']","['O', 'O', 'B-BRA', 'O', 'B-BRA', 'B-FLA', 'O']"
10167,"['lucozade', 'praline']","['B-BRA', 'B-FLA']"
10168,"['cup', 'sunrise', 'ambasa', 'ginger', 'pear']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
10169,"['soursop', 'day', 'fixin', 'my', 'stein']","['B-FLA', 'O', 'O', 'O', 'O']"
10170,"['breeze', 'canada', 'dry', 'barq’s']","['O', 'B-BRA', 'I-BRA', 'O']"
10171,"['20ptlwm', 'acerola', '67.', 'orangina', 'black', 'forest', 'guest', 'regular']","['O', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
10172,"['straw-lemonade', 'barr', 'apple', 'baked', 'stewarts', 'julebrus']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA']"
10173,"['gua', 'cup', 'lime', 'kaffir', 'single', 'guacamole', 'do', '1.79']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'O', 'O']"
10174,"['cactus', 'cooler', 'grapefruit', '12oz', 'venom', 'energy', 'coconut', 'cream']","['B-BRA', 'I-BRA', 'B-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
10175,"['lays', 'acai', 'berry', 'mandarinorangesparklng', 'roam', 'pink', 'rose', 'water/soda', 'barqâ\x80\x99s']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
10176,"['gingle', 'varities', 'moxie', 'og', 'orangina', 'lemon-l']","['O', 'O', 'B-BRA', 'O', 'B-BRA', 'O']"
10177,"['cruch', 'powerade', 'lemon', 'tarragon', 'sun', 'drop', 'apple', 'cider', 'main', 'po']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
10178,"['powerade', 'bubly/soda', 'orangina', 'unscannable']","['B-BRA', 'O', 'B-BRA', 'O']"
10179,"['14', 'waffle', 'cone', 'white', 'truffle']","['O', 'B-FLA', 'I-FLA', 'B-FLA', 'I-FLA']"
10180,"['alka', '-fever-tree', 'fanta', 'white', 'truffle', 'hawaiian', 'punch', 'cobbler', 'blueberry', 'blit']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
10181,"['g2', 'sussex', 'golden', 'sparling', 'cola-coke', 'pickle', 'zore', 'wildberries']","['O', 'B-BRA', 'I-BRA', 'O', 'B-BRA', 'B-FLA', 'O', 'O']"
10182,"['mount', 'chili', 'abp', 'tea', 'green', 'grapef', 'diet']","['O', 'B-FLA', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
10183,"['bvc-squirt', 'ra', 'lem', '12.7', 'gpld']","['O', 'O', 'O', 'O', 'O']"
10184,"['lto:', 'sosyo', 'melon', 'honeydew', 'sunrise', 'mashup']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
10185,"['bottleworks', 'pepst', 'wink', 'apricot', 'coffee', '(various)']","['O', 'O', 'B-BRA', 'B-FLA', 'B-FLA', 'I-FLA']"
10186,"['tequila', 'soda-', 'freal']","['B-FLA', 'O', 'O']"
10187,"['cocacolacherry', 'sierra', 'mist', 'truffle1', 'mexican355ml']","['O', 'B-BRA', 'I-BRA', 'O', 'O']"
10188,"['dry|', 'fies', 'ameyal', 'motg']","['O', 'O', 'B-BRA', 'O']"
10189,"['styrofoam', 'kinnie', 'lavender', '7.5oz.', 'twist.', 'jarritos', 'white', 'cake', 'rt-012000204951', 'december']","['O', 'B-BRA', 'B-FLA', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
10190,"['main', 'gatorade', 'inc', 'kiwi', 'strawberry', 'tutifruit']","['O', 'B-BRA', 'O', 'B-FLA', 'I-FLA', 'O']"
10191,"['-pepsi', 'vanilla', 'pina', 'melin', 'sunkist', 'smash']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'O']"
10192,"['serve', 'lilt', 'black', 'cherry', 'alive', 'coconut', 'toasted', 'watermelon/straw']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
10193,"['fentiman', 'jones', 'soda', 'cokelife12oz', 'toronja', 'lime', 'cucumber']","['O', 'B-BRA', 'I-BRA', 'O', 'O', 'B-FLA', 'I-FLA']"
10194,"['1.25', 'appletini', 'simple', 'pt']","['O', 'B-FLA', 'O', 'O']"
10195,"['hy', 'soda/wat', 'mug', 'root', 'beer', 'graham', 'buttery', '-dr']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
10196,"['delight', 'ge', 'barrelhead', 'root', 'beer', 'fountain', '24-pack']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'O']"
10197,"['heath', 'dallas', 'aquarius', 'raisin', 'mexi', 'inca', 'kola']","['O', 'O', 'B-BRA', 'B-FLA', 'O', 'B-BRA', 'I-BRA']"
10198,"['lemon-l', 'wildcherry', 'qoo', 'cointreau', 'type', 'toasted', 'marshmallow', 'diet1']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-FLA', 'I-FLA', 'O']"
10199,"['buy', ""canfield's"", 'diet', 'chocolate', 'fudge', 'cilantro', 'macadamia', 'gingerale1']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'B-FLA', 'O']"
10200,"['chico15.5', 'oz.', 'soda/juice']","['O', 'O', 'O']"
10201,"['drpepp', 'jarritos', 'berry', 'noni', 'mtdewbajablast20oz', 'sanford', 'creamy', 'pear']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA']"
10202,"['drink-pos', 'punch', 'strawberry', 'caramelized']","['O', 'B-FLA', 'I-FLA', 'B-FLA']"
10203,"['fever-tree', 'oronamin', 'c', 'drink', 'bubly/soda']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'O']"
10204,"['mkt-dietcherry', 'sprite', '+', 'aqua', 'dreamsicle', '6.7']","['O', 'B-BRA', 'O', 'O', 'O', 'O']"
10205,"['coze', 'barrelhead', 'root', 'beer', 'bo', 'cane', 'delaware', 'punch', 'cinnamon', 'pear', 's+a']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
10206,"['pespi', 'wink', 'breckenridge']","['O', 'B-BRA', 'O']"
10207,"['af', 'crush', 'barr', 'strawberry', 'chocolate', 'strt']","['O', 'B-BRA', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
10208,"['24', 'delaware', 'punch', 'lemonade', 'pink', '10fl', 'qoo', 'apricot', 'chili', 'cokestarlight']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
10209,"['z', 'spec', 'full', 'throttle', 'sod']","['O', 'O', 'B-BRA', 'I-BRA', 'O']"
10210,"['straw/lemonade', 'starlight', 'ornage', '12o']","['O', 'O', 'O', 'O']"
10211,"['champagne', 'smores', 'cola', '-bottle']","['O', 'B-FLA', 'B-FLA', 'O']"
10212,"['died', 'mirinda', 'marshmallow', 'graham']","['O', 'B-BRA', 'B-FLA', 'I-FLA']"
10213,"['energry', 'big', 'red', '(soft', 'drink)', 'drink-medium', 'julebrus', 'ftn']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'O', 'B-BRA', 'O']"
10214,"['limeade', 'scheppes', 'vernors', 'cobbler', 'cherry']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
10215,"['22445', 'liberty', 'cocktail']","['O', 'O', 'O']"
10216,"['qoo', 'cosmopolitan', 'type', 'gingerale', 'zevia', 'black', 'cherry']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA']"
10217,"['mos', 'tomom', 'caf']","['O', 'O', 'O']"
10218,"['scweppes', 'vernors', 'realsugar', 'gro', 'candad']","['O', 'B-BRA', 'O', 'O', 'O']"
10219,"['zevia', 'jamaican', 'barrelhead', 'root', 'beer', 'sunri', 'pocari', 'sweat', 'crush.', ""hal'""]","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'B-BRA', 'I-BRA', 'O', 'O']"
10220,"['cmb', 'cinnamon', 'pear', 'montster', 'd.', 'product', 'tutifruit']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'O', 'O']"
10221,"['cokediet', 'frescolita', 'peppers', '(various)', 'orig', 'upscale', 'casino']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'O']"
10222,"['zer0', 'ccan', 'coke', 'cooling', 'mint']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
10223,"['popchop', 'sprite', 'citrus', 'punch', 'honey', 'cinnamon']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-FLA', 'I-FLA']"
10224,"['pricklee', 'custard', 'mug', 'cantaloupe', 'cascade']","['O', 'B-FLA', 'O', 'B-FLA', 'O']"
10225,"['7.', 'shacksburry', 'spearmint', 'cocacolacherry', 'caramel', 'apple', '1.95', '2lt']","['O', 'O', 'B-FLA', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
10226,"['sierra', 'mist', '20oz2', 'beverage-', 'blast']","['B-BRA', 'I-BRA', 'O', 'O', 'O']"
10227,"['dew12oz', 'fruit', 'combos', '18', 'venom', 'energy', 'violet', 'sunkist/pineapple', 'am']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'O', 'O']"
10228,"['20.oz', 'sosyo', 'salad', 'noni', 'berry', '20', ""virgil's""]","['O', 'B-BRA', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
10229,"['barqs', 'peanut', 'butter', 'pnc', 'koios', 'delaware', 'punch']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'I-BRA']"
10230,"['cola12', 'sun', 'drop', 'mr.', 'pibb', 'chocolate', 'cinnamon']","['O', 'B-BRA', 'I-BRA', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
10231,"['calamansi', '(tangerine-kumquat)', 'pepsi/lays', '-cheerwine', 'cranberry', 'spa']","['B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'O']"
10232,"['kickstartblack', 'rasp', 'squirt', 'cokeeenergy']","['O', 'O', 'B-BRA', 'O']"
10233,"[""bargq's"", 'peppermint', 's.a.', 'game', 'pomegrana']","['O', 'B-FLA', 'O', 'O', 'O']"
10234,"['-', 'byo', 'pomegranate', 'combinations']","['O', 'O', 'B-FLA', 'I-FLA']"
10235,"['pina', 'colada', '.40']","['B-FLA', 'I-FLA', 'O']"
10236,"[""bvc-reed's"", 'full', 'throttle', 'sweet', 'potato', '500ml', ""nature's"", 'manzanilla']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'O']"
10237,"['clasi', 'limequat', 'ohana', 'big', 'red', '(soft', 'drink)', 'foodworks']","['O', 'B-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'O']"
10238,"['bundaber', 'dr.brown', 'sparkling', 'doo', 'materva']","['O', 'B-BRA', 'O', 'O', 'O']"
10239,"['-ale-8', 'delaware', 'punch', 'julmust', 'orange', 'cream']","['O', 'B-BRA', 'I-BRA', 'B-BRA', 'B-FLA', 'I-FLA']"
10240,"['mountain', 'dew', 'raspberry', 'blue', 'dreamland', 'orangina', 'banana', 'nut', '29']","['B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
10241,"['brd', 'life.', 'lilt', '99-ond', 'mini-can', 'crush', 'rose', 'pink', 'flaming', 'mountaindew']","['O', 'O', 'B-BRA', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
10242,"['scweppes', 'calorie', 'ginberale', ""canfield's"", 'diet', 'chocolate', 'fudge', 'chelada']","['O', 'O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'O']"
10243,"['23', 'oz3', 'lemon', 'glas', 'bbc-', 'fresca', 'throwb']","['O', 'O', 'B-FLA', 'O', 'O', 'B-BRA', 'O']"
10244,"['20oz1', 'sangria', 'señorial', 'volta']","['O', 'B-BRA', 'I-BRA', 'O']"
10245,"['mountian', 'caribbean', 'jerked', 'bundaberg', 'nirtro', 'banana', 'foster', 'strt']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
10246,"['mtn.', 'chocolate', 'toffee', 'boysenberry', 'veggi', '@']","['O', 'B-FLA', 'I-FLA', 'B-FLA', 'O', 'O']"
10247,"['be', 'sosyo', '.335ml', '2/$3', 'wink', 'pear', 'mint', 'saratoga']","['O', 'B-BRA', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
10248,"['discount', 'mutant', 'delaware', 'punch', 'melon', 'kiwi', 'orangina', 'raspberry', 'goji', 'bouteille']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
10249,"['cane', 'frescolita', 'kumquat', 'zer0', 'black', 'raspberry', 'surgar', 'crsh']","['O', 'B-BRA', 'B-FLA', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
10250,"['6.8oz', 'full', 'throttle', 'fruit', 'various', 'waxdale']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
10251,"['micro', 'cheery', 'aquarius', 'cantaloupe', 'champagne', 'major', 'pomegranate', 'blueberry', 'pop']","['O', 'O', 'B-BRA', 'B-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
10252,"['strw', 'dr', 'pepper', 'honey', '10oz']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'O']"
10253,"['rocket', 'canada', 'dry', ""marshmello's"", 'pop1', 'moxie', 'smash']","['O', 'B-BRA', 'I-BRA', 'O', 'O', 'B-BRA', 'O']"
10254,"['inca', 'kola', 'tu', 'fanta', 'honey', 'tangerine', 'acs']","['B-BRA', 'I-BRA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
10255,"['yuzu', 'mas']","['B-FLA', 'O']"
10256,"['pepper-20oz', 'ice', '8o', 'italian']","['O', 'O', 'O', 'O']"
10257,"['$5', 'table', 'hires', 'root', 'beer', 'ca', '8oz1']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'O']"
10258,"['next', 'extender', 'sweet', 'sidral', 'mundet', 'apricot', 'chili', 'h2oh']","['O', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
10259,"['7.5z', 'moxie', 'wintergreen', 'orangina']","['O', 'B-BRA', 'B-FLA', 'B-BRA']"
10260,"['imported', 'mirinda', 'sogar', 'moxie', 'mtw']","['O', 'B-BRA', 'O', 'B-BRA', 'O']"
10261,"['life', 'chocolate', 'strawberry', 'nb']","['O', 'B-FLA', 'I-FLA', 'O']"
10262,"['virgil', 'su', 'almond', '7.5o', 'rockstar', 'energy', 'cherry', '(various)', 'drpeper']","['O', 'O', 'B-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
10263,"['a&w', 'root', 'beer', 'apricot', 'mango', '9.3oz', 'jackfruit', 'super']","['B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'O']"
10264,"['schweppes', 'pocari', 'sweat']","['B-BRA', 'B-BRA', 'I-BRA']"
10265,"['6pck', 'punch', 'berry', 'a+h']","['O', 'B-FLA', 'I-FLA', 'O']"
10266,"['mongo', 'apricot', 'mango', 'a&w', 'cream', 'soda', 'corn', 'kettle', 'strongest', 'fan']","['O', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
10267,"['canyon', 'lava', 'tab', 'uproar', 'jarritos', 'almond', 'roo', 'fsk']","['O', 'O', 'B-BRA', 'O', 'B-BRA', 'B-FLA', 'O', 'O']"
10268,"['glas', 'seven', 'grapefruit', 'imp', '2-$3.00', '335ml', 'nfl']","['O', 'O', 'B-FLA', 'O', 'O', 'O', 'O']"
10269,"['sod', 'spr', 'hawaiian', 'punch', 'kettle', 'corn', '20oz1.', 'drink/tea']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
10270,"['sprite16', 'monster', 'energy', 'mr.', 'pibb', 'black', 'cherry', 'aquafina']","['O', 'B-BRA', 'I-BRA', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
10271,"['sod', 'kinnie', 'refresco', 'cherrypepsi']","['O', 'B-BRA', 'O', 'O']"
10272,"['julmust', 'irish', 'cream', '8fl', 'julebrus']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA']"
10273,"['hires', 'root', 'beer', 'jasmine', 'zevia', 'graham', 'cinnamon', 'voo-dew']","['B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
10274,"['pome', 'monthly', 'goji', 'berry']","['O', 'O', 'B-FLA', 'I-FLA']"
10275,"['tizer', 'aquafina', '20-24oz', 'oh']","['B-BRA', 'O', 'O', 'O']"
10276,"['7.5oz.', 'barrelhead', 'root', 'beer', 'tea', 'black', 'arctic', 'hansens', 'delaware', 'punch', 'bcv-']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'O']"
10277,"['+++', 'upsz', '50/50', 'watermelon', 'tutifruit']","['O', 'O', 'B-BRA', 'B-FLA', 'O']"
10278,"['wink', '20.00oz', 'ounce', 'breckenridge']","['B-BRA', 'O', 'O', 'O']"
10279,"['spritediet', 'orangina', 'e-', 'q']","['O', 'B-BRA', 'O', 'O']"
10280,"['delivery', 'larg', 'cactus', 'cooler', 'raisin', 'cranberry']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
10281,"['zbottle', 'bvc-', 'sussex', 'golden', '2/$2.50', 'moxie', '$2.', 'carbona']","['O', 'O', 'B-BRA', 'I-BRA', 'O', 'B-BRA', 'O', 'O']"
10282,"['promotion', 'ales', 'cherry-can', 'island', 'punch', 'gingerbeer', 'tb']","['O', 'O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
10283,"['ps', 'orange', 'cream', 'fat', 'vernors', 'flow', 'boyland']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'O', 'O']"
10284,"['ss', 'simple', 'sods', 'mangosteen', 'peach', 'vanilla/orange']","['O', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
10285,"['cheeskak', 'sidral', 'mundet', 'guanabana', '#whatthefanta']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'O']"
10286,"['bruce', 'surge', 'mango', 'peach', 'stewart""s', 'lable']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
10287,"[""bargq's"", 'db', 'setlzer', 'thrshd']","['O', 'O', 'O', 'O']"
10288,"['five', 'la', 'siduri', 'chico', 'ibc', 'root', 'beer', 'ginger', 'lychee', 'zeropepsi']","['O', 'O', 'O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
10289,"['jamaican', 'sierra', 'mist', '23043', '16oz.']","['O', 'B-BRA', 'I-BRA', 'O', 'O']"
10290,"['/', 'sodastream', 'down', 'sangria', 'señorial', 'violet', 'brewb', 'd.']","['O', 'B-BRA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'O', 'O']"
10291,"['super', 'citrus16oz', 'orange', 'mandarin', 'lemon', 'berry', 'berrylemonade']","['O', 'O', 'B-FLA', 'I-FLA', 'B-FLA', 'I-FLA', 'O']"
10292,"['code', 'sosyo', 'maple', 'ondemand']","['O', 'B-BRA', 'B-FLA', 'O']"
10293,"['marshmello', 'ml.', 'bvc-zcanadadry', '86th', 'qoo', 'pie', 'varieties']","['O', 'O', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
10294,"[""dad's"", 'die']","['O', 'O']"
10295,"['squirt', 'honey', 'inca', 'kola', 'waterrmelon', 'neli']","['B-BRA', 'B-FLA', 'B-BRA', 'I-BRA', 'O', 'O']"
10296,"['stewarts', ""soda'"", 'lucozade', 'bruce']","['O', 'O', 'B-BRA', 'O']"
10297,"['nitro20oz', 'venom', 'energy', 'peach', 'mint', '7up', '16oz*']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
10298,"['zzzbvc', 'dasani', 'blueberry', 'bajablastzero', 'kinnie', 'butterfinger', 'type', 'helapos']","['O', 'B-BRA', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
10299,"['jalap', '591ml', '50/50', 'caramel', 'vanilla', 'vt', 'beat']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA']"
10300,"['old', 'zer', 'black', 'raspberry', 'buttery', 'graham', '$2.22']","['O', 'O', 'B-FLA', 'I-FLA', 'B-FLA', 'I-FLA', 'O']"
10301,"['tahini', 'type', 'schwepper', 'va', 'surge', 'pnc', 'spic']","['B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'O', 'O']"
10302,['watermelon'],['B-FLA']
10303,"[""hale's"", 'gini', 'calorie', 'coca-cola']","['O', 'B-BRA', 'O', 'B-BRA']"
10304,"['izze', 'camel', 'full', 'throttle', 'sugar', 'cookie', 'mug', 'root', 'beer', 'orange', 'pineapple', 'malta', ""hal'""]","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
10305,"['sparklng', 'tiramisu', 'craft', 'surge', 'praline', '500ml/med', 'bev-kickstart']","['O', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'O', 'O']"
10306,"['bvc-12', 'en', 'inca', 'kola', 'orange', 'blood', '2', 'orangina', 'byo', 'po']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'O', 'O']"
10307,"['passion', 'fruit', 'drink16', 'oragina', 'bvc-squirt', 'mand']","['B-FLA', 'I-FLA', 'O', 'O', 'O', 'O']"
10308,"['rc', 'cola', 'qoo', 'butter', '2-$3.00']","['B-BRA', 'I-BRA', 'B-BRA', 'B-FLA', 'O']"
10309,"['crea', 'canada', 'dry', 'espresso']","['O', 'B-BRA', 'I-BRA', 'B-FLA']"
10310,"['spriteâ®', 'delaware', 'punch', 'almond', 'chocolate', 'specify']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
10311,"[""jake's"", 'cashew', 'three', 'pocari', 'sweat', 'white', 'peach', '12p', 'thrashed']","['O', 'B-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
10312,"['sun', 'drop', 'chili', 'cherryzerosugar', 'chocolate', 'macaroon']","['B-BRA', 'I-BRA', 'B-FLA', 'O', 'B-FLA', 'I-FLA']"
10313,"['cola-coke', 'islandorange', 'elements', 'cola-coke', 'disposable', 'caramel1']","['B-BRA', 'O', 'O', 'B-BRA', 'O', 'O']"
10314,"['fl.oz.', 'pink', 'rose', 'combo', 'bak']","['O', 'B-FLA', 'I-FLA', 'O', 'O']"
10315,[],[]
10316,"['355ml', 'ginge', 'sussex', 'golden', 'biyland', 'graham', 'marshmallow', 'schlafly']","['O', 'O', 'B-BRA', 'I-BRA', 'O', 'B-FLA', 'I-FLA', 'O']"
10317,"['tomomasu', 'moxie', 'melon', 'various', 'ozsprite', 'delaware', 'punch', 'blackberry', 'pep']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'O']"
10318,"['oz.soda', 'a&w', 'root', 'beer', 'mazanita', 'hearth', 'chocolate', 'mousse', 'ftn']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
10319,"['lymonade20oz', 'mirinda', 'suar', 'ns-', 'pmo', 'chee']","['O', 'B-BRA', 'O', 'O', 'O', 'O']"
10320,"['soda-boylan', 'spearmint', 'lavender', 'lemonade', 'barrel']","['O', 'B-FLA', 'B-FLA', 'I-FLA', 'O']"
10321,"['and', '$1.89', 'mug', 'root', 'beer', 'caramelized', 'gini', 'graham', 'camel', 'soda-boylan']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'B-BRA', 'B-FLA', 'O', 'O']"
10322,"['taro', 'bottle1']","['B-FLA', 'O']"
10323,"['2for$3water/soda', '50/50', 'cocoa', 'full', 'throttle', 'truefruit']","['O', 'B-BRA', 'O', 'B-BRA', 'I-BRA', 'O']"
10324,"['bcc-', 'lime', 'wire', 'limon']","['O', 'B-FLA', 'O', 'O']"
10325,"['cokeenergyzero', 'ale12oz', 'pepsi/coke', 'spearmint', 'capital']","['O', 'O', 'O', 'B-FLA', 'O']"
10326,"['ns-', 'bsk', 'white', 'peach', 'voltage', 'qoo', '‑', 'hulk']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'O', 'O']"
10327,"['20.oz', 'coke', 'dragon', 'fruit', 'rc', 'cola', 'black', 'raspberry', 'imp-', 'ale&']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
10328,"['livewi', 'dublin', 'pricklee', 'w/']","['O', 'O', 'O', 'O']"
